Pos;technique;readLineIndent;diff;diff_ad_hoc;correct;answer;isCorrect;time;ParticipantNr;KindParticipant;ParticipantID;years_experience;exp_Quantil
33;indented;8;2;6;7;7;1;4608;5;Student;s3;0;1
34;non_indented;4;2;4;9;9;1;4513;5;Student;s3;0;1
35;indented;4;0;0;2;2;1;1440;5;Student;s3;0;1
36;non_indented;6;0;1;2;2;1;3160;5;Student;s3;0;1
37;non_indented;6;2;5;9;9;1;5577;5;Student;s3;0;1
38;non_indented;8;4;9;8;8;1;10008;5;Student;s3;0;1
39;indented;8;2;6;1;1;1;8242;5;Student;s3;0;1
40;non_indented;6;2;4;3;3;1;5368;5;Student;s3;0;1
41;indented;8;0;2;5;5;1;3624;5;Student;s3;0;1
42;indented;8;2;5;9;9;1;5136;5;Student;s3;0;1
43;non_indented;8;4;7;2;2;1;15521;5;Student;s3;0;1
44;indented;8;4;7;7;7;1;8136;5;Student;s3;0;1
45;non_indented;8;2;6;8;8;1;9010;5;Student;s3;0;1
46;non_indented;8;0;2;1;1;1;10281;5;Student;s3;0;1
47;indented;4;4;5;3;3;1;4208;5;Student;s3;0;1
48;indented;6;4;5;4;4;1;4360;5;Student;s3;0;1
49;indented;8;0;1;9;9;1;3745;5;Student;s3;0;1
50;indented;6;0;2;2;2;1;3601;5;Student;s3;0;1
51;non_indented;4;0;1;6;6;1;6008;5;Student;s3;0;1
52;non_indented;6;0;2;4;4;1;3656;5;Student;s3;0;1
53;indented;4;0;0;2;2;1;1392;5;Student;s3;0;1
54;indented;8;4;9;5;8;0;8457;5;Student;s3;0;1
55;non_indented;4;2;4;6;5;0;7185;5;Student;s3;0;1
56;indented;8;4;7;9;9;1;6553;5;Student;s3;0;1
57;indented;4;4;5;8;8;1;3288;5;Student;s3;0;1
58;non_indented;8;0;2;6;6;1;4072;5;Student;s3;0;1
59;indented;6;4;6;3;3;1;5064;5;Student;s3;0;1
60;indented;6;4;6;8;8;1;4697;5;Student;s3;0;1
61;non_indented;8;4;6;3;3;1;8632;5;Student;s3;0;1
62;indented;4;2;4;9;9;1;2937;5;Student;s3;0;1
63;indented;6;2;4;1;1;1;2560;5;Student;s3;0;1
64;indented;4;4;5;3;3;1;2672;5;Student;s3;0;1
65;non_indented;8;2;5;7;7;1;5425;5;Student;s3;0;1
66;indented;6;0;1;6;6;1;2833;5;Student;s3;0;1
67;non_indented;6;2;5;5;5;1;8617;5;Student;s3;0;1
68;indented;8;0;2;3;3;1;4720;5;Student;s3;0;1
69;non_indented;8;4;7;3;3;1;11657;5;Student;s3;0;1
70;indented;4;0;0;9;9;1;1920;5;Student;s3;0;1
71;non_indented;4;4;5;2;2;1;6466;5;Student;s3;0;1
72;indented;8;2;5;4;4;1;3728;5;Student;s3;0;1
73;non_indented;8;2;6;4;4;1;8610;5;Student;s3;0;1
74;indented;8;0;3;9;9;1;4504;5;Student;s3;0;1
75;non_indented;6;0;1;7;7;1;3736;5;Student;s3;0;1
76;indented;8;4;9;8;3;0;3529;5;Student;s3;0;1
77;indented;4;2;4;7;7;1;2784;5;Student;s3;0;1
78;non_indented;4;2;4;8;8;1;4241;5;Student;s3;0;1
79;non_indented;4;4;5;5;5;1;6841;5;Student;s3;0;1
80;indented;4;0;0;6;6;1;2320;5;Student;s3;0;1
81;non_indented;6;0;2;5;5;1;6289;5;Student;s3;0;1
82;indented;6;2;4;3;3;1;2776;5;Student;s3;0;1
83;indented;8;0;2;7;7;1;5416;5;Student;s3;0;1
84;non_indented;4;0;1;9;9;1;2961;5;Student;s3;0;1
85;non_indented;6;2;5;1;1;1;8656;5;Student;s3;0;1
86;indented;6;2;5;5;5;1;3800;5;Student;s3;0;1
87;non_indented;4;4;5;2;2;1;5201;5;Student;s3;0;1
88;non_indented;6;4;6;9;9;1;18514;5;Student;s3;0;1
89;indented;8;2;6;8;8;1;4409;5;Student;s3;0;1
90;indented;4;4;5;9;9;1;3072;5;Student;s3;0;1
1;non_indented;6;0;2;9;9;1;10307;6;Professional;p9;8;3
2;non_indented;4;2;4;4;4;1;9840;6;Professional;p9;8;3
3;indented;4;0;0;7;7;1;3754;6;Professional;p9;8;3
4;non_indented;6;4;6;3;4;0;7117;6;Professional;p9;8;3
5;non_indented;6;2;5;9;9;1;55771;6;Professional;p9;8;3
6;non_indented;4;0;1;5;5;1;4035;6;Professional;p9;8;3
7;non_indented;4;0;0;6;6;1;3016;6;Professional;p9;8;3
8;non_indented;4;2;4;2;2;1;10047;6;Professional;p9;8;3
9;non_indented;4;4;5;8;8;1;10962;6;Professional;p9;8;3
10;non_indented;6;4;6;6;6;1;14220;6;Professional;p9;8;3
11;non_indented;8;2;6;6;6;1;16895;6;Professional;p9;8;3
12;indented;4;2;4;3;3;1;4451;6;Professional;p9;8;3
13;indented;6;0;1;5;5;1;7973;6;Professional;p9;8;3
14;non_indented;8;4;6;4;5;0;12240;6;Professional;p9;8;3
15;non_indented;8;0;3;6;6;1;14604;6;Professional;p9;8;3
16;indented;6;2;4;4;4;1;7038;6;Professional;p9;8;3
17;indented;6;0;1;2;2;1;5544;6;Professional;p9;8;3
18;indented;4;4;5;6;6;1;4592;6;Professional;p9;8;3
19;non_indented;8;0;2;6;6;1;41632;6;Professional;p9;8;3
20;indented;4;2;4;1;1;1;3578;6;Professional;p9;8;3
21;indented;8;4;7;3;3;1;10868;6;Professional;p9;8;3
22;indented;6;4;6;4;4;1;6821;6;Professional;p9;8;3
23;indented;4;2;4;1;1;1;5182;6;Professional;p9;8;3
24;non_indented;4;4;5;3;3;1;47643;6;Professional;p9;8;3
25;indented;6;4;6;6;6;1;5847;6;Professional;p9;8;3
26;non_indented;8;0;3;7;7;1;16187;6;Professional;p9;8;3
27;non_indented;6;4;6;9;4;0;10985;6;Professional;p9;8;3
28;indented;6;2;5;4;4;1;5795;6;Professional;p9;8;3
29;non_indented;6;4;5;9;9;1;26083;6;Professional;p9;8;3
30;indented;6;0;2;8;8;1;7531;6;Professional;p9;8;3
31;non_indented;8;2;5;7;7;1;22235;6;Professional;p9;8;3
32;non_indented;4;0;1;7;7;1;30218;6;Professional;p9;8;3
33;indented;8;2;6;7;7;1;7828;6;Professional;p9;8;3
34;non_indented;4;2;4;9;9;1;12679;6;Professional;p9;8;3
35;indented;4;0;0;2;2;1;2626;6;Professional;p9;8;3
36;non_indented;6;0;1;2;2;1;8146;6;Professional;p9;8;3
37;non_indented;6;2;5;9;9;1;10247;6;Professional;p9;8;3
38;non_indented;8;4;9;8;3;0;18015;6;Professional;p9;8;3
39;indented;8;2;6;1;1;1;15393;6;Professional;p9;8;3
40;non_indented;6;2;4;3;3;1;16647;6;Professional;p9;8;3
41;indented;8;0;2;5;5;1;5657;6;Professional;p9;8;3
42;indented;8;2;5;9;9;1;8451;6;Professional;p9;8;3
43;non_indented;8;4;7;2;2;1;59447;6;Professional;p9;8;3
44;indented;8;4;7;7;7;1;8707;6;Professional;p9;8;3
45;non_indented;8;2;6;8;6;0;13161;6;Professional;p9;8;3
46;non_indented;8;0;2;1;1;1;11070;6;Professional;p9;8;3
47;indented;4;4;5;3;3;1;5163;6;Professional;p9;8;3
48;indented;6;4;5;4;4;1;4355;6;Professional;p9;8;3
49;indented;8;0;1;9;9;1;5126;6;Professional;p9;8;3
50;indented;6;0;2;2;2;1;13500;6;Professional;p9;8;3
51;non_indented;4;0;1;6;6;1;8562;6;Professional;p9;8;3
52;non_indented;6;0;2;4;4;1;11443;6;Professional;p9;8;3
53;indented;4;0;0;2;2;1;2354;6;Professional;p9;8;3
54;indented;8;4;9;5;5;1;7104;6;Professional;p9;8;3
55;non_indented;4;2;4;6;5;0;10881;6;Professional;p9;8;3
56;indented;8;4;7;9;9;1;8649;6;Professional;p9;8;3
57;indented;4;4;5;8;8;1;3175;6;Professional;p9;8;3
58;non_indented;8;0;2;6;6;1;8863;6;Professional;p9;8;3
59;indented;6;4;6;3;3;1;8665;6;Professional;p9;8;3
60;indented;6;4;6;8;8;1;4851;6;Professional;p9;8;3
61;non_indented;8;4;6;3;3;1;14683;6;Professional;p9;8;3
62;indented;4;2;4;9;9;1;2694;6;Professional;p9;8;3
63;indented;6;2;4;1;1;1;3367;6;Professional;p9;8;3
64;indented;4;4;5;3;3;1;2680;6;Professional;p9;8;3
65;non_indented;8;2;5;7;7;1;9380;6;Professional;p9;8;3
66;indented;6;0;1;6;6;1;3565;6;Professional;p9;8;3
67;non_indented;6;2;5;5;8;0;23213;6;Professional;p9;8;3
68;indented;8;0;2;3;3;1;6414;6;Professional;p9;8;3
69;non_indented;8;4;7;3;3;1;18441;6;Professional;p9;8;3
70;indented;4;0;0;9;9;1;3973;6;Professional;p9;8;3
71;non_indented;4;4;5;2;2;1;18640;6;Professional;p9;8;3
72;indented;8;2;5;4;4;1;4841;6;Professional;p9;8;3
73;non_indented;8;2;6;4;4;1;50661;6;Professional;p9;8;3
74;indented;8;0;3;9;9;1;5903;6;Professional;p9;8;3
75;non_indented;6;0;1;7;7;1;4641;6;Professional;p9;8;3
76;indented;8;4;9;8;8;1;8586;6;Professional;p9;8;3
77;indented;4;2;4;7;7;1;3879;6;Professional;p9;8;3
78;non_indented;4;2;4;8;8;1;6822;6;Professional;p9;8;3
79;non_indented;4;4;5;5;5;1;22824;6;Professional;p9;8;3
80;indented;4;0;0;6;6;1;2376;6;Professional;p9;8;3
81;non_indented;6;0;2;5;9;0;11765;6;Professional;p9;8;3
82;indented;6;2;4;3;3;1;4620;6;Professional;p9;8;3
83;indented;8;0;2;7;7;1;5247;6;Professional;p9;8;3
84;non_indented;4;0;1;9;9;1;9422;6;Professional;p9;8;3
85;non_indented;6;2;5;1;1;1;20078;6;Professional;p9;8;3
86;indented;6;2;5;5;5;1;4404;6;Professional;p9;8;3
87;non_indented;4;4;5;2;2;1;23326;6;Professional;p9;8;3
88;non_indented;6;4;6;9;4;0;16298;6;Professional;p9;8;3
89;indented;8;2;6;8;8;1;5851;6;Professional;p9;8;3
90;indented;4;4;5;9;9;1;3809;6;Professional;p9;8;3
1;non_indented;6;0;2;9;9;1;6610;7;Student;s4;0;1
2;non_indented;4;2;4;4;4;1;12631;7;Student;s4;0;1
3;indented;4;0;0;7;7;1;2854;7;Student;s4;0;1
4;non_indented;6;4;6;3;3;1;22560;7;Student;s4;0;1
5;non_indented;6;2;5;9;9;1;11269;7;Student;s4;0;1
6;non_indented;4;0;1;5;5;1;3745;7;Student;s4;0;1
7;non_indented;4;0;0;6;6;1;2496;7;Student;s4;0;1
8;non_indented;4;2;4;2;2;1;8833;7;Student;s4;0;1
9;non_indented;4;4;5;8;8;1;14953;7;Student;s4;0;1
10;non_indented;6;4;6;6;6;1;17495;7;Student;s4;0;1
11;non_indented;8;2;6;6;6;1;12734;7;Student;s4;0;1
12;indented;4;2;4;3;8;0;2504;7;Student;s4;0;1
13;indented;6;0;1;5;5;1;3631;7;Student;s4;0;1
14;non_indented;8;4;6;4;5;0;31558;7;Student;s4;0;1
15;non_indented;8;0;3;6;6;1;12510;7;Student;s4;0;1
16;indented;6;2;4;4;4;1;2802;7;Student;s4;0;1
17;indented;6;0;1;2;2;1;2578;7;Student;s4;0;1
18;indented;4;4;5;6;6;1;2516;7;Student;s4;0;1
19;non_indented;8;0;2;6;6;1;6787;7;Student;s4;0;1
20;indented;4;2;4;1;1;1;4382;7;Student;s4;0;1
21;indented;8;4;7;3;3;1;5651;7;Student;s4;0;1
22;indented;6;4;6;4;3;0;7071;7;Student;s4;0;1
23;indented;4;2;4;1;1;1;4066;7;Student;s4;0;1
24;non_indented;4;4;5;3;3;1;20143;7;Student;s4;0;1
25;indented;6;4;6;6;6;1;5741;7;Student;s4;0;1
26;non_indented;8;0;3;7;7;1;12610;7;Student;s4;0;1
27;non_indented;6;4;6;9;9;1;19828;7;Student;s4;0;1
28;indented;6;2;5;4;4;1;3933;7;Student;s4;0;1
29;non_indented;6;4;5;9;9;1;13932;7;Student;s4;0;1
30;indented;6;0;2;8;8;1;5170;7;Student;s4;0;1
31;non_indented;8;2;5;7;7;1;11647;7;Student;s4;0;1
32;non_indented;4;0;1;7;7;1;4213;7;Student;s4;0;1
33;indented;8;2;6;7;7;1;7283;7;Student;s4;0;1
34;non_indented;4;2;4;9;9;1;9183;7;Student;s4;0;1
35;indented;4;0;0;2;2;1;2611;7;Student;s4;0;1
36;non_indented;6;0;1;2;2;1;5100;7;Student;s4;0;1
37;non_indented;6;2;5;9;4;0;23596;7;Student;s4;0;1
38;non_indented;8;4;9;8;3;0;39793;7;Student;s4;0;1
39;indented;8;2;6;1;1;1;7301;7;Student;s4;0;1
40;non_indented;6;2;4;3;3;1;11289;7;Student;s4;0;1
41;indented;8;0;2;5;5;1;5902;7;Student;s4;0;1
42;indented;8;2;5;9;9;1;5341;7;Student;s4;0;1
43;non_indented;8;4;7;2;2;1;29045;7;Student;s4;0;1
44;indented;8;4;7;7;7;1;6660;7;Student;s4;0;1
45;non_indented;8;2;6;8;8;1;22016;7;Student;s4;0;1
46;non_indented;8;0;2;1;1;1;8060;7;Student;s4;0;1
47;indented;4;4;5;3;1;0;3853;7;Student;s4;0;1
48;indented;6;4;5;4;4;1;5505;7;Student;s4;0;1
49;indented;8;0;1;9;9;1;4356;7;Student;s4;0;1
50;indented;6;0;2;2;2;1;8099;7;Student;s4;0;1
51;non_indented;4;0;1;6;6;1;4492;7;Student;s4;0;1
52;non_indented;6;0;2;4;4;1;7616;7;Student;s4;0;1
53;indented;4;0;0;2;2;1;2391;7;Student;s4;0;1
54;indented;8;4;9;5;5;1;6067;7;Student;s4;0;1
55;non_indented;4;2;4;6;6;1;8723;7;Student;s4;0;1
56;indented;8;4;7;9;9;1;8380;7;Student;s4;0;1
57;indented;4;4;5;8;8;1;3273;7;Student;s4;0;1
58;non_indented;8;0;2;6;2;0;10595;7;Student;s4;0;1
59;indented;6;4;6;3;3;1;6688;7;Student;s4;0;1
60;indented;6;4;6;8;8;1;6959;7;Student;s4;0;1
61;non_indented;8;4;6;3;6;0;36515;7;Student;s4;0;1
62;indented;4;2;4;9;9;1;4100;7;Student;s4;0;1
63;indented;6;2;4;1;1;1;3188;7;Student;s4;0;1
64;indented;4;4;5;3;3;1;3131;7;Student;s4;0;1
65;non_indented;8;2;5;7;7;1;8409;7;Student;s4;0;1
66;indented;6;0;1;6;6;1;3775;7;Student;s4;0;1
67;non_indented;6;2;5;5;5;1;7474;7;Student;s4;0;1
68;indented;8;0;2;3;3;1;5727;7;Student;s4;0;1
69;non_indented;8;4;7;3;3;1;29608;7;Student;s4;0;1
70;indented;4;0;0;9;9;1;2470;7;Student;s4;0;1
71;non_indented;4;4;5;2;2;1;15117;7;Student;s4;0;1
72;indented;8;2;5;4;4;1;6330;7;Student;s4;0;1
73;non_indented;8;2;6;4;5;0;4585;7;Student;s4;0;1
74;indented;8;0;3;9;9;1;7551;7;Student;s4;0;1
75;non_indented;6;0;1;7;7;1;6541;7;Student;s4;0;1
76;indented;8;4;9;8;8;1;7445;7;Student;s4;0;1
77;indented;4;2;4;7;7;1;2767;7;Student;s4;0;1
78;non_indented;4;2;4;8;8;1;6633;7;Student;s4;0;1
79;non_indented;4;4;5;5;5;1;16964;7;Student;s4;0;1
80;indented;4;0;0;6;6;1;2312;7;Student;s4;0;1
81;non_indented;6;0;2;5;5;1;6815;7;Student;s4;0;1
82;indented;6;2;4;3;3;1;2737;7;Student;s4;0;1
83;indented;8;0;2;7;7;1;3978;7;Student;s4;0;1
84;non_indented;4;0;1;9;9;1;4912;7;Student;s4;0;1
85;non_indented;6;2;5;1;1;1;7860;7;Student;s4;0;1
86;indented;6;2;5;5;5;1;3750;7;Student;s4;0;1
87;non_indented;4;4;5;2;2;1;13228;7;Student;s4;0;1
88;non_indented;6;4;6;9;9;1;16022;7;Student;s4;0;1
89;indented;8;2;6;8;8;1;7380;7;Student;s4;0;1
90;indented;4;4;5;9;2;0;5086;7;Student;s4;0;1
1;non_indented;6;0;2;9;9;1;3825;8;Student;s5;3;2
2;non_indented;4;2;4;4;4;1;7812;8;Student;s5;3;2
3;indented;4;0;0;7;7;1;2319;8;Student;s5;3;2
4;non_indented;6;4;6;3;3;1;10410;8;Student;s5;3;2
5;non_indented;6;2;5;9;1;0;6044;8;Student;s5;3;2
6;non_indented;4;0;1;5;5;1;8156;8;Student;s5;3;2
7;non_indented;4;0;0;6;6;1;2152;8;Student;s5;3;2
8;non_indented;4;2;4;2;5;0;14344;8;Student;s5;3;2
9;non_indented;4;4;5;8;8;1;7718;8;Student;s5;3;2
10;non_indented;6;4;6;6;6;1;10655;8;Student;s5;3;2
11;non_indented;8;2;6;6;6;1;13903;8;Student;s5;3;2
12;indented;4;2;4;3;3;1;5215;8;Student;s5;3;2
13;indented;6;0;1;5;5;1;5545;8;Student;s5;3;2
14;non_indented;8;4;6;4;1;0;7942;8;Student;s5;3;2
15;non_indented;8;0;3;6;6;1;8646;8;Student;s5;3;2
16;indented;6;2;4;4;3;0;3761;8;Student;s5;3;2
17;indented;6;0;1;2;2;1;9991;8;Student;s5;3;2
18;indented;4;4;5;6;6;1;11078;8;Student;s5;3;2
19;non_indented;8;0;2;6;6;1;9404;8;Student;s5;3;2
20;indented;4;2;4;1;1;1;6721;8;Student;s5;3;2
21;indented;8;4;7;3;3;1;6233;8;Student;s5;3;2
22;indented;6;4;6;4;4;1;6671;8;Student;s5;3;2
23;indented;4;2;4;1;1;1;7002;8;Student;s5;3;2
24;non_indented;4;4;5;3;1;0;9257;8;Student;s5;3;2
25;indented;6;4;6;6;6;1;9461;8;Student;s5;3;2
26;non_indented;8;0;3;7;7;1;13278;8;Student;s5;3;2
27;non_indented;6;4;6;9;4;0;11086;8;Student;s5;3;2
28;indented;6;2;5;4;4;1;12544;8;Student;s5;3;2
29;non_indented;6;4;5;9;9;1;18979;8;Student;s5;3;2
30;indented;6;0;2;8;8;1;4108;8;Student;s5;3;2
31;non_indented;8;2;5;7;7;1;19064;8;Student;s5;3;2
32;non_indented;4;0;1;7;7;1;6455;8;Student;s5;3;2
33;indented;8;2;6;7;7;1;6793;8;Student;s5;3;2
34;non_indented;4;2;4;9;9;1;5382;8;Student;s5;3;2
35;indented;4;0;0;2;2;1;2574;8;Student;s5;3;2
36;non_indented;6;0;1;2;2;1;10012;8;Student;s5;3;2
37;non_indented;6;2;5;9;8;0;8138;8;Student;s5;3;2
38;non_indented;8;4;9;8;7;0;13895;8;Student;s5;3;2
39;indented;8;2;6;1;1;1;8643;8;Student;s5;3;2
40;non_indented;6;2;4;3;3;1;10741;8;Student;s5;3;2
41;indented;8;0;2;5;5;1;9956;8;Student;s5;3;2
42;indented;8;2;5;9;9;1;6373;8;Student;s5;3;2
43;non_indented;8;4;7;2;5;0;12181;8;Student;s5;3;2
44;indented;8;4;7;7;7;1;12111;8;Student;s5;3;2
45;non_indented;8;2;6;8;6;0;24969;8;Student;s5;3;2
46;non_indented;8;0;2;1;1;1;13846;8;Student;s5;3;2
47;indented;4;4;5;3;3;1;7486;8;Student;s5;3;2
48;indented;6;4;5;4;4;1;8176;8;Student;s5;3;2
49;indented;8;0;1;9;9;1;6134;8;Student;s5;3;2
50;indented;6;0;2;2;2;1;4608;8;Student;s5;3;2
51;non_indented;4;0;1;6;6;1;5987;8;Student;s5;3;2
52;non_indented;6;0;2;4;4;1;8666;8;Student;s5;3;2
53;indented;4;0;0;2;2;1;4902;8;Student;s5;3;2
54;indented;8;4;9;5;5;1;10305;8;Student;s5;3;2
55;non_indented;4;2;4;6;5;0;8647;8;Student;s5;3;2
56;indented;8;4;7;9;9;1;6803;8;Student;s5;3;2
57;indented;4;4;5;8;8;1;10100;8;Student;s5;3;2
58;non_indented;8;0;2;6;6;1;6444;8;Student;s5;3;2
59;indented;6;4;6;3;3;1;7272;8;Student;s5;3;2
60;indented;6;4;6;8;8;1;8539;8;Student;s5;3;2
61;non_indented;8;4;6;3;2;0;11895;8;Student;s5;3;2
62;indented;4;2;4;9;9;1;8386;8;Student;s5;3;2
63;indented;6;2;4;1;1;1;3769;8;Student;s5;3;2
64;indented;4;4;5;3;3;1;4209;8;Student;s5;3;2
65;non_indented;8;2;5;7;8;0;17113;8;Student;s5;3;2
66;indented;6;0;1;6;6;1;4116;8;Student;s5;3;2
67;non_indented;6;2;5;5;5;1;8561;8;Student;s5;3;2
68;indented;8;0;2;3;3;1;5681;8;Student;s5;3;2
69;non_indented;8;4;7;3;3;1;10990;8;Student;s5;3;2
70;indented;4;0;0;9;9;1;5125;8;Student;s5;3;2
71;non_indented;4;4;5;2;9;0;8799;8;Student;s5;3;2
72;indented;8;2;5;4;4;1;5545;8;Student;s5;3;2
73;non_indented;8;2;6;4;5;0;15791;8;Student;s5;3;2
74;indented;8;0;3;9;9;1;14465;8;Student;s5;3;2
75;non_indented;6;0;1;7;7;1;5941;8;Student;s5;3;2
76;indented;8;4;9;8;8;1;15051;8;Student;s5;3;2
77;indented;4;2;4;7;7;1;5926;8;Student;s5;3;2
78;non_indented;4;2;4;8;3;0;18564;8;Student;s5;3;2
79;non_indented;4;4;5;5;5;1;8173;8;Student;s5;3;2
80;indented;4;0;0;6;6;1;2530;8;Student;s5;3;2
81;non_indented;6;0;2;5;5;1;12617;8;Student;s5;3;2
82;indented;6;2;4;3;3;1;4126;8;Student;s5;3;2
83;indented;8;0;2;7;7;1;7286;8;Student;s5;3;2
84;non_indented;4;0;1;9;9;1;5772;8;Student;s5;3;2
85;non_indented;6;2;5;1;1;1;6959;8;Student;s5;3;2
86;indented;6;2;5;5;5;1;5010;8;Student;s5;3;2
87;non_indented;4;4;5;2;8;0;18757;8;Student;s5;3;2
88;non_indented;6;4;6;9;3;0;11338;8;Student;s5;3;2
89;indented;8;2;6;8;8;1;19772;8;Student;s5;3;2
90;indented;4;4;5;9;9;1;8347;8;Student;s5;3;2
1;non_indented;6;0;2;9;9;1;8437;9;Professional;p7;12;3
2;non_indented;4;2;4;4;4;1;18125;9;Professional;p7;12;3
3;indented;4;0;0;7;7;1;2773;9;Professional;p7;12;3
4;non_indented;6;4;6;3;4;0;13362;9;Professional;p7;12;3
5;non_indented;6;2;5;9;9;1;10154;9;Professional;p7;12;3
6;non_indented;4;0;1;5;5;1;3641;9;Professional;p7;12;3
7;non_indented;4;0;0;6;6;1;2995;9;Professional;p7;12;3
8;non_indented;4;2;4;2;2;1;7628;9;Professional;p7;12;3
9;non_indented;4;4;5;8;8;1;18820;9;Professional;p7;12;3
10;non_indented;6;4;6;6;6;1;16588;9;Professional;p7;12;3
11;non_indented;8;2;6;6;6;1;12537;9;Professional;p7;12;3
12;indented;4;2;4;3;3;1;3047;9;Professional;p7;12;3
13;indented;6;0;1;5;5;1;3767;9;Professional;p7;12;3
14;non_indented;8;4;6;4;4;1;16885;9;Professional;p7;12;3
15;non_indented;8;0;3;6;6;1;12262;9;Professional;p7;12;3
16;indented;6;2;4;4;4;1;5714;9;Professional;p7;12;3
17;indented;6;0;1;2;2;1;3566;9;Professional;p7;12;3
18;indented;4;4;5;6;6;1;3320;9;Professional;p7;12;3
19;non_indented;8;0;2;6;6;1;9154;9;Professional;p7;12;3
20;indented;4;2;4;1;1;1;2715;9;Professional;p7;12;3
21;indented;8;4;7;3;3;1;8669;9;Professional;p7;12;3
22;indented;6;4;6;4;4;1;5317;9;Professional;p7;12;3
23;indented;4;2;4;1;1;1;2838;9;Professional;p7;12;3
24;non_indented;4;4;5;3;1;0;22131;9;Professional;p7;12;3
25;indented;6;4;6;6;6;1;6542;9;Professional;p7;12;3
26;non_indented;8;0;3;7;7;1;13296;9;Professional;p7;12;3
27;non_indented;6;4;6;9;9;1;8828;9;Professional;p7;12;3
28;indented;6;2;5;4;4;1;4027;9;Professional;p7;12;3
29;non_indented;6;4;5;9;9;1;13223;9;Professional;p7;12;3
30;indented;6;0;2;8;8;1;3497;9;Professional;p7;12;3
31;non_indented;8;2;5;7;7;1;9680;9;Professional;p7;12;3
32;non_indented;4;0;1;7;7;1;3729;9;Professional;p7;12;3
33;indented;8;2;6;7;7;1;5511;9;Professional;p7;12;3
34;non_indented;4;2;4;9;9;1;8194;9;Professional;p7;12;3
35;indented;4;0;0;2;2;1;2040;9;Professional;p7;12;3
36;non_indented;6;0;1;2;2;1;20283;9;Professional;p7;12;3
37;non_indented;6;2;5;9;9;1;8547;9;Professional;p7;12;3
38;non_indented;8;4;9;8;8;1;9541;9;Professional;p7;12;3
39;indented;8;2;6;1;1;1;5282;9;Professional;p7;12;3
40;non_indented;6;2;4;3;3;1;5587;9;Professional;p7;12;3
41;indented;8;0;2;5;5;1;7120;9;Professional;p7;12;3
42;indented;8;2;5;9;9;1;5219;9;Professional;p7;12;3
43;non_indented;8;4;7;2;2;1;14647;9;Professional;p7;12;3
44;indented;8;4;7;7;7;1;5755;9;Professional;p7;12;3
45;non_indented;8;2;6;8;8;1;15774;9;Professional;p7;12;3
46;non_indented;8;0;2;1;1;1;6597;9;Professional;p7;12;3
47;indented;4;4;5;3;3;1;4235;9;Professional;p7;12;3
48;indented;6;4;5;4;4;1;3431;9;Professional;p7;12;3
49;indented;8;0;1;9;9;1;3774;9;Professional;p7;12;3
50;indented;6;0;2;2;2;1;4288;9;Professional;p7;12;3
51;non_indented;4;0;1;6;6;1;5692;9;Professional;p7;12;3
52;non_indented;6;0;2;4;4;1;4332;9;Professional;p7;12;3
53;indented;4;0;0;2;2;1;1764;9;Professional;p7;12;3
54;indented;8;4;9;5;5;1;5195;9;Professional;p7;12;3
55;non_indented;4;2;4;6;5;0;8241;9;Professional;p7;12;3
56;indented;8;4;7;9;9;1;11600;9;Professional;p7;12;3
57;indented;4;4;5;8;8;1;3519;9;Professional;p7;12;3
58;non_indented;8;0;2;6;6;1;4779;9;Professional;p7;12;3
59;indented;6;4;6;3;3;1;3772;9;Professional;p7;12;3
60;indented;6;4;6;8;8;1;4098;9;Professional;p7;12;3
61;non_indented;8;4;6;3;9;0;11307;9;Professional;p7;12;3
62;indented;4;2;4;9;9;1;3013;9;Professional;p7;12;3
63;indented;6;2;4;1;1;1;3467;9;Professional;p7;12;3
64;indented;4;4;5;3;3;1;2347;9;Professional;p7;12;3
65;non_indented;8;2;5;7;4;0;25343;9;Professional;p7;12;3
66;indented;6;0;1;6;6;1;3836;9;Professional;p7;12;3
67;non_indented;6;2;5;5;5;1;8288;9;Professional;p7;12;3
68;indented;8;0;2;3;3;1;6244;9;Professional;p7;12;3
69;non_indented;8;4;7;3;3;1;17717;9;Professional;p7;12;3
70;indented;4;0;0;9;9;1;1965;9;Professional;p7;12;3
71;non_indented;4;4;5;2;2;1;9449;9;Professional;p7;12;3
72;indented;8;2;5;4;4;1;5352;9;Professional;p7;12;3
73;non_indented;8;2;6;4;4;1;13102;9;Professional;p7;12;3
74;indented;8;0;3;9;9;1;5781;9;Professional;p7;12;3
75;non_indented;6;0;1;7;7;1;4832;9;Professional;p7;12;3
76;indented;8;4;9;8;8;1;5470;9;Professional;p7;12;3
77;indented;4;2;4;7;7;1;3029;9;Professional;p7;12;3
78;non_indented;4;2;4;8;8;1;5115;9;Professional;p7;12;3
79;non_indented;4;4;5;5;6;0;4620;9;Professional;p7;12;3
80;indented;4;0;0;6;6;1;2035;9;Professional;p7;12;3
81;non_indented;6;0;2;5;5;1;11177;9;Professional;p7;12;3
82;indented;6;2;4;3;3;1;2706;9;Professional;p7;12;3
83;indented;8;0;2;7;7;1;4963;9;Professional;p7;12;3
84;non_indented;4;0;1;9;9;1;3194;9;Professional;p7;12;3
85;non_indented;6;2;5;1;1;1;10986;9;Professional;p7;12;3
86;indented;6;2;5;5;5;1;4243;9;Professional;p7;12;3
87;non_indented;4;4;5;2;1;0;4471;9;Professional;p7;12;3
88;non_indented;6;4;6;9;8;0;11777;9;Professional;p7;12;3
